GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
23598,1.28E-01,7.51E-02,0.0833,-1.77964412,-1.48E-01,1308.63,PATZ1,POZ/BTB and AT hook containing zinc finger 1
10793,1.28E-01,7.52E-02,0.0895,-1.77898762,-1.59E-01,240.88,ZNF273,zinc finger protein 273
5784,1.29E-01,7.53E-02,0.1209,1.778845,2.15E-01,455.01,PTPN14,protein tyrosine phosphatase non-receptor type 14
23248,1.29E-01,7.53E-02,0.0607,-1.77846915,-1.08E-01,1296.98,RPRD2,regulation of nuclear pre-mRNA domain containing 2
1032,1.29E-01,7.53E-02,0.1632,-1.77843408,-2.90E-01,304.29,CDKN2D,cyclin dependent kinase inhibitor 2D
4041,1.29E-01,7.54E-02,0.1012,1.77780491,1.80E-01,842.2,LRP5,LDL receptor related protein 5
84858,1.29E-01,7.55E-02,0.089,1.77730918,1.58E-01,260.76,ZNF503,zinc finger protein 503
9070,1.29E-01,7.56E-02,0.0383,1.77671837,6.81E-02,900.51,ASH2L,"ASH2 like, histone lysine methyltransferase complex subunit"
292,1.29E-01,7.57E-02,0.0746,-1.77646698,-1.33E-01,2677.94,SLC25A5,solute carrier family 25 member 5
2664,1.29E-01,7.57E-02,0.0726,-1.77630803,-1.29E-01,9904.13,GDI1,GDP dissociation inhibitor 1
80032,1.29E-01,7.57E-02,0.1975,1.77612402,3.51E-01,20.27,ZNF556,zinc finger protein 556
101926977,1.29E-01,7.58E-02,0.103,-1.77577388,-1.83E-01,25.19,VIRMA-DT,VIRMA divergent transcript
54429,1.29E-01,7.58E-02,0.1516,-1.77569145,-2.69E-01,22.28,TAS2R5,taste 2 receptor member 5
27433,1.30E-01,7.59E-02,0.0583,1.77480542,1.03E-01,207.58,TOR2A,torsin family 2 member A
10200,1.30E-01,7.59E-02,0.059,1.77471915,1.05E-01,315.24,MPHOSPH6,M-phase phosphoprotein 6
84830,1.30E-01,7.60E-02,0.2531,-1.77465815,-4.49E-01,19.05,ADTRP,androgen dependent TFPI regulating protein
55216,1.30E-01,7.60E-02,0.0482,1.77453828,8.56E-02,880.62,NKAPD1,NKAP domain containing 1
109864282,1.30E-01,7.60E-02,0.2052,-1.77440347,-3.64E-01,29109.35,RNA28SN2,"RNA, 28S ribosomal N2"
55781,1.30E-01,7.61E-02,0.0529,1.77386905,9.39E-02,395.92,RIOK2,RIO kinase 2
112268021,1.30E-01,7.61E-02,0.1153,-1.77380346,-2.04E-01,259.72,LOC112268021,
51599,1.30E-01,7.61E-02,0.1252,-1.77372582,-2.22E-01,217.19,LSR,lipolysis stimulated lipoprotein receptor
340267,1.30E-01,7.61E-02,0.2488,1.77363335,4.41E-01,305.34,COL28A1,collagen type XXVIII alpha 1 chain
3421,1.30E-01,7.61E-02,0.049,-1.77364153,-8.70E-02,913.33,IDH3G,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma
101927234,1.30E-01,7.61E-02,0.1894,-1.77351526,-3.36E-01,25.41,LOC101927234,uncharacterized LOC101927234
29098,1.30E-01,7.61E-02,0.0584,-1.77353442,-1.04E-01,192.17,RANGRF,RAN guanine nucleotide release factor
51016,1.30E-01,7.62E-02,0.0758,1.77345665,1.34E-01,161.92,EMC9,ER membrane protein complex subunit 9
53981,1.30E-01,7.62E-02,0.0567,-1.77336894,-1.01E-01,1084.34,CPSF2,cleavage and polyadenylation specific factor 2
133957,1.30E-01,7.62E-02,0.039,-1.7732286,-6.92E-02,546.11,CCDC127,coiled-coil domain containing 127
29937,1.30E-01,7.62E-02,0.0939,1.77302946,1.66E-01,798.05,NENF,neudesin neurotrophic factor
253650,1.30E-01,7.62E-02,0.2372,-1.77293599,-4.20E-01,68.95,ANKRD18A,ankyrin repeat domain 18A
153562,1.30E-01,7.63E-02,0.1282,1.77258817,2.27E-01,38.51,MARVELD2,MARVEL domain containing 2
64754,1.30E-01,7.63E-02,0.083,1.77236335,1.47E-01,366.87,SMYD3,SET and MYND domain containing 3
6018,1.30E-01,7.64E-02,0.0726,1.77213804,1.29E-01,505.14,RLF,RLF zinc finger
6165,1.30E-01,7.64E-02,0.0846,1.77206902,1.50E-01,3528.19,RPL35A,ribosomal protein L35a
57159,1.30E-01,7.64E-02,0.1965,-1.77197671,-3.48E-01,17.16,TRIM54,tripartite motif containing 54
79064,1.30E-01,7.64E-02,0.0495,1.77198228,8.77E-02,262.01,TMEM223,transmembrane protein 223
51115,1.30E-01,7.64E-02,0.0621,-1.77171864,-1.10E-01,1187.72,RMDN1,regulator of microtubule dynamics 1
51022,1.30E-01,7.65E-02,0.0914,1.77151149,1.62E-01,91.85,GLRX2,glutaredoxin 2
100130733,1.30E-01,7.65E-02,0.164,1.77128422,2.91E-01,21.92,LRRC70,leucine rich repeat containing 70
100129464,1.30E-01,7.65E-02,0.2386,-1.77120973,-4.23E-01,28.87,LINC01546,long intergenic non-protein coding RNA 1546
100131187,1.30E-01,7.65E-02,0.2492,1.77106752,4.41E-01,50.36,TSTD1,thiosulfate sulfurtransferase like domain containing 1
79570,1.30E-01,7.66E-02,0.1968,1.77090475,3.48E-01,351.71,NKAIN1,sodium/potassium transporting ATPase interacting 1
8322,1.30E-01,7.66E-02,0.0975,1.77087737,1.73E-01,392.07,FZD4,frizzled class receptor 4
283693,1.30E-01,7.66E-02,0.1283,-1.77050303,-2.27E-01,17.58,ACTG1P17,actin gamma 1 pseudogene 17
6210,1.30E-01,7.67E-02,0.0966,1.77018309,1.71E-01,5268.6,RPS15A,ribosomal protein S15a
79918,1.30E-01,7.67E-02,0.0454,1.77017415,8.04E-02,570.2,SETD6,"SET domain containing 6, protein lysine methyltransferase"
1593,1.30E-01,7.67E-02,0.1699,1.77000717,3.01E-01,622.53,CYP27A1,cytochrome P450 family 27 subfamily A member 1
105374140,1.31E-01,7.68E-02,0.1786,-1.76969964,-3.16E-01,14.38,LOC105374140,uncharacterized LOC105374140
222235,1.31E-01,7.68E-02,0.1257,1.76954327,2.22E-01,65.29,FBXL13,F-box and leucine rich repeat protein 13
152992,1.31E-01,7.68E-02,0.0573,-1.76947169,-1.01E-01,221.91,TRMT44,tRNA methyltransferase 44 homolog
112268244,1.31E-01,7.68E-02,0.0973,1.7693412,1.72E-01,29.08,LOC112268244,uncharacterized LOC112268244
728339,1.31E-01,7.69E-02,0.1325,-1.76878142,-2.34E-01,18.36,FRG1-DT,FRG1 divergent transcript
158572,1.31E-01,7.69E-02,0.076,-1.76877838,-1.34E-01,43.32,USP27X-DT,USP27X divergent transcript
9805,1.31E-01,7.69E-02,0.087,-1.76870787,-1.54E-01,6804.49,SCRN1,secernin 1
51805,1.31E-01,7.70E-02,0.0811,-1.76864733,-1.43E-01,127.6,COQ3,"coenzyme Q3, methyltransferase"
593,1.31E-01,7.70E-02,0.0718,-1.76858608,-1.27E-01,652.96,BCKDHA,branched chain keto acid dehydrogenase E1 subunit alpha
84953,1.31E-01,7.70E-02,0.2285,1.76832684,4.04E-01,26.62,MICALCL,replaced by ID 9645
80162,1.31E-01,7.71E-02,0.1457,-1.76802799,-2.58E-01,464.68,PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase
7448,1.31E-01,7.71E-02,0.1186,-1.76764952,-2.10E-01,36.05,VTN,vitronectin
9904,1.31E-01,7.72E-02,0.0584,-1.76704645,-1.03E-01,725.13,RBM19,RNA binding motif protein 19
106144598,1.31E-01,7.73E-02,0.0668,-1.76669743,-1.18E-01,58.59,FARSA-AS1,FARSA antisense RNA 1
3145,1.31E-01,7.73E-02,0.0721,1.76661693,1.27E-01,319.72,HMBS,hydroxymethylbilane synthase
64743,1.31E-01,7.73E-02,0.0536,-1.76649336,-9.47E-02,1939.49,WDR13,WD repeat domain 13
3394,1.31E-01,7.73E-02,0.1573,1.76642148,2.78E-01,398.13,IRF8,interferon regulatory factor 8
4571,1.31E-01,7.73E-02,0.1476,-1.76636809,-2.61E-01,1167.16,TRNP,tRNA-Pro
105374167,1.31E-01,7.74E-02,0.14,-1.76606023,-2.47E-01,9.87,LOC105374167,uncharacterized LOC105374167
51760,1.31E-01,7.74E-02,0.0865,-1.76590995,-1.53E-01,822.52,SYT17,synaptotagmin 17
11343,1.31E-01,7.74E-02,0.1238,-1.76583198,-2.19E-01,2645.39,MGLL,monoglyceride lipase
1298,1.31E-01,7.74E-02,0.1636,1.76577706,2.89E-01,1075.37,COL9A2,collagen type IX alpha 2 chain
387,1.32E-01,7.75E-02,0.0548,1.76548375,9.67E-02,7086.87,RHOA,ras homolog family member A
9189,1.32E-01,7.75E-02,0.0792,1.76547152,1.40E-01,1514.69,ZBED1,zinc finger BED-type containing 1
105377945,1.32E-01,7.75E-02,0.0788,-1.76525715,-1.39E-01,904.88,LOC105377945,uncharacterized LOC105377945
257397,1.32E-01,7.75E-02,0.0598,1.76524045,1.06E-01,597.05,TAB3,TGF-beta activated kinase 1 (MAP3K7) binding protein 3
57216,1.32E-01,7.76E-02,0.1102,-1.76497043,-1.94E-01,2144.32,VANGL2,VANGL planar cell polarity protein 2
64132,1.32E-01,7.76E-02,0.062,1.76475747,1.09E-01,424.97,XYLT2,xylosyltransferase 2
105370125,1.32E-01,7.77E-02,0.1531,-1.76420296,-2.70E-01,24.11,LINC02340,long intergenic non-protein coding RNA 2340
85377,1.32E-01,7.77E-02,0.0946,1.76415978,1.67E-01,771.72,MICALL1,MICAL like 1
3476,1.32E-01,7.78E-02,0.0667,-1.76369381,-1.18E-01,937.78,IGBP1,immunoglobulin binding protein 1
56675,1.32E-01,7.79E-02,0.2326,-1.76283149,-4.10E-01,365.76,NRIP3,nuclear receptor interacting protein 3
284900,1.32E-01,7.80E-02,0.0853,-1.76246991,-1.50E-01,432.92,TTC28-AS1,TTC28 antisense RNA 1
100861541,1.32E-01,7.81E-02,0.1866,-1.76195941,-3.29E-01,14.54,DOCK9-DT,DOCK9 divergent transcript
2921,1.32E-01,7.81E-02,0.2109,1.76186826,3.72E-01,30.4,CXCL3,C-X-C motif chemokine ligand 3
2742,1.32E-01,7.81E-02,0.2852,1.76168824,5.02E-01,67.88,GLRA2,glycine receptor alpha 2
105372244,1.32E-01,7.81E-02,0.2142,-1.76159671,-3.77E-01,52.26,LOC105372244,uncharacterized LOC105372244
27072,1.33E-01,7.82E-02,0.0518,-1.76144831,-9.13E-02,1913.34,VPS41,VPS41 subunit of HOPS complex
5144,1.33E-01,7.82E-02,0.1381,1.76105643,2.43E-01,586.47,PDE4D,phosphodiesterase 4D
89781,1.33E-01,7.82E-02,0.062,-1.76100797,-1.09E-01,1181.29,HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
80854,1.33E-01,7.83E-02,0.0796,-1.7604834,-1.40E-01,2108.49,SETD7,"SET domain containing 7, histone lysine methyltransferase"
2776,1.33E-01,7.83E-02,0.0566,-1.76045838,-9.96E-02,3094.59,GNAQ,G protein subunit alpha q
257068,1.33E-01,7.84E-02,0.1727,-1.75985548,-3.04E-01,39.04,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2
340152,1.33E-01,7.84E-02,0.1473,1.75988271,2.59E-01,42.74,ZC3H12D,zinc finger CCCH-type containing 12D
157777,1.33E-01,7.84E-02,0.0887,-1.75985063,-1.56E-01,429.94,MCMDC2,minichromosome maintenance domain containing 2
126820,1.33E-01,7.84E-02,0.2692,1.75978086,4.74E-01,35.14,DNAI3,dynein axonemal intermediate chain 3
642852,1.33E-01,7.85E-02,0.0876,-1.75929638,-1.54E-01,733.72,LINC00205,long intergenic non-protein coding RNA 205
100128569,1.33E-01,7.85E-02,0.0649,1.75922743,1.14E-01,130.6,TEKTIP1,tektin bundle interacting protein 1
105373608,1.33E-01,7.86E-02,0.1161,1.75895853,2.04E-01,13.02,LOC105373608,uncharacterized LOC105373608
91355,1.33E-01,7.86E-02,0.1024,-1.75884666,-1.80E-01,51.31,LRP5L,LDL receptor related protein 5 like (pseudogene)
10322,1.33E-01,7.86E-02,0.0436,-1.75867248,-7.67E-02,644.73,SMYD5,SMYD family member 5
84107,1.33E-01,7.87E-02,0.1419,1.75825985,2.49E-01,208.62,ZIC4,Zic family member 4
692199,1.33E-01,7.87E-02,0.1111,-1.75813389,-1.95E-01,16.12,SNORD84,"small nucleolar RNA, C/D box 84"
23186,1.33E-01,7.88E-02,0.0713,1.75791996,1.25E-01,511.85,RCOR1,REST corepressor 1
6655,1.33E-01,7.89E-02,0.0611,-1.75735473,-1.07E-01,1349.85,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2
4287,1.34E-01,7.90E-02,0.0504,-1.75664446,-8.86E-02,310.19,ATXN3,ataxin 3
6877,1.34E-01,7.90E-02,0.0804,1.7565282,1.41E-01,155.02,TAF5,TATA-box binding protein associated factor 5
5927,1.34E-01,7.90E-02,0.0794,1.75654542,1.39E-01,1130.97,KDM5A,lysine demethylase 5A
11285,1.34E-01,7.90E-02,0.0484,1.75643908,8.51E-02,384.86,B4GALT7,"beta-1,4-galactosyltransferase 7"
113146,1.34E-01,7.91E-02,0.2391,1.75609559,4.20E-01,365.35,AHNAK2,AHNAK nucleoprotein 2
6103,1.34E-01,7.91E-02,0.122,1.75596836,2.14E-01,267.98,RPGR,retinitis pigmentosa GTPase regulator
4076,1.34E-01,7.91E-02,0.0518,1.75568706,9.09E-02,4612.43,CAPRIN1,cell cycle associated protein 1
105369755,1.34E-01,7.92E-02,0.0911,1.75534767,1.60E-01,33.17,LOC105369755,uncharacterized LOC105369755
129303,1.34E-01,7.93E-02,0.0785,1.75467901,1.38E-01,277.43,TMEM150A,transmembrane protein 150A
112267986,1.34E-01,7.93E-02,0.1332,-1.75466817,-2.34E-01,15.91,LOC112267986,uncharacterized LOC112267986
105369151,1.34E-01,7.93E-02,0.1655,-1.75458325,-2.90E-01,133.38,LOC105369151,uncharacterized LOC105369151
55787,1.34E-01,7.94E-02,0.0671,1.75414641,1.18E-01,533.42,TXLNG,taxilin gamma
79774,1.34E-01,7.94E-02,0.0906,1.75392759,1.59E-01,299.77,GRTP1,growth hormone regulated TBC protein 1
2330,1.34E-01,7.95E-02,0.0961,-1.75372909,-1.69E-01,162.07,FMO5,flavin containing dimethylaniline monoxygenase 5
146705,1.34E-01,7.95E-02,0.0678,1.75358801,1.19E-01,285.52,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein
8899,1.35E-01,7.96E-02,0.0531,1.75294919,9.30E-02,1594.25,PRPF4B,pre-mRNA processing factor 4B
50808,1.35E-01,7.96E-02,0.0741,-1.75297531,-1.30E-01,1405.53,AK3,adenylate kinase 3
6236,1.35E-01,7.96E-02,0.1866,1.75292888,3.27E-01,73.19,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
26469,1.35E-01,7.96E-02,0.0791,1.75277361,1.39E-01,772.94,PTPN18,protein tyrosine phosphatase non-receptor type 18
140901,1.35E-01,7.97E-02,0.0596,1.75262433,1.04E-01,615.06,STK35,serine/threonine kinase 35
51131,1.35E-01,7.97E-02,0.1327,1.75231661,2.33E-01,129.96,PHF11,PHD finger protein 11
6665,1.35E-01,8.00E-02,0.1067,-1.75059965,-1.87E-01,152.14,SOX15,SRY-box transcription factor 15
5349,1.35E-01,8.01E-02,0.2079,1.75023319,3.64E-01,27.67,FXYD3,FXYD domain containing ion transport regulator 3
5092,1.35E-01,8.02E-02,0.1234,1.74976798,2.16E-01,349.74,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1
105371129,1.35E-01,8.02E-02,0.1131,-1.74971401,-1.98E-01,19.71,LOC105371129,uncharacterized LOC105371129
221711,1.35E-01,8.02E-02,0.166,-1.74946543,-2.90E-01,46.35,SYCP2L,synaptonemal complex protein 2 like
102723582,1.35E-01,8.02E-02,0.1235,-1.74935171,-2.16E-01,10.99,WDR5B-DT,WDR5B divergent transcript
653075,1.36E-01,8.03E-02,0.1161,-1.7491527,-2.03E-01,64.94,GOLGA8T,golgin A8 family member T
122046,1.36E-01,8.03E-02,0.2959,1.74875037,5.18E-01,40.1,TEX26,testis expressed 26
5638,1.36E-01,8.04E-02,0.1503,-1.74861483,-2.63E-01,641.12,PRRG1,proline rich and Gla domain 1
23126,1.36E-01,8.04E-02,0.0683,-1.74844642,-1.19E-01,2411.31,POGZ,pogo transposable element derived with ZNF domain
641977,1.36E-01,8.04E-02,0.0582,1.74844046,1.02E-01,191.76,SEPTIN7P2,septin 7 pseudogene 2
100874044,1.36E-01,8.05E-02,0.2076,-1.7480613,-3.63E-01,26.69,HHATL-AS1,HHATL antisense RNA 1
112268284,1.36E-01,8.05E-02,0.2088,-1.74791382,-3.65E-01,7480.61,LOC112268284,
8548,1.36E-01,8.05E-02,0.0461,1.74764664,8.05E-02,363.48,BLZF1,basic leucine zipper nuclear factor 1
3909,1.36E-01,8.06E-02,0.1976,-1.7472344,-3.45E-01,148.26,LAMA3,laminin subunit alpha 3
112267965,1.36E-01,8.06E-02,0.1291,-1.74710375,-2.26E-01,13.89,LOC112267965,
81786,1.36E-01,8.07E-02,0.1194,-1.74655752,-2.09E-01,62.38,TRIM7,tripartite motif containing 7
105377188,1.36E-01,8.07E-02,0.2825,-1.74641409,-4.93E-01,88.32,LOC105377188,uncharacterized LOC105377188
29103,1.36E-01,8.07E-02,0.0874,-1.74639615,-1.53E-01,917.42,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15
51631,1.36E-01,8.08E-02,0.054,1.7460672,9.43E-02,1037.1,LUC7L2,"LUC7 like 2, pre-mRNA splicing factor"
79154,1.36E-01,8.08E-02,0.0888,-1.74607494,-1.55E-01,169.28,DHRS11,dehydrogenase/reductase 11
2572,1.36E-01,8.08E-02,0.3168,-1.7460031,-5.53E-01,383.49,GAD2,glutamate decarboxylase 2
127665,1.36E-01,8.09E-02,0.2681,1.74558106,4.68E-01,17.93,ZNF648,zinc finger protein 648
148252,1.36E-01,8.09E-02,0.1563,-1.74552146,-2.73E-01,1122.49,DIRAS1,DIRAS family GTPase 1
221895,1.36E-01,8.09E-02,0.0825,1.7453313,1.44E-01,727.53,JAZF1,JAZF zinc finger 1
105371573,1.36E-01,8.09E-02,0.1345,-1.74531218,-2.35E-01,11.06,LOC105371573,uncharacterized LOC105371573
10267,1.37E-01,8.10E-02,0.1186,-1.74467868,-2.07E-01,1542.42,RAMP1,receptor activity modifying protein 1
147808,1.37E-01,8.11E-02,0.0751,1.74433881,1.31E-01,111,ZNF784,zinc finger protein 784
100288730,1.37E-01,8.11E-02,0.0757,-1.7442809,-1.32E-01,45.41,PAN3-AS1,PAN3 antisense RNA 1
105378967,1.37E-01,8.11E-02,0.1574,-1.74408081,-2.75E-01,11.79,LOC105378967,replaced by ID 112574
54467,1.37E-01,8.12E-02,0.0679,-1.74399847,-1.18E-01,2870.97,ANKIB1,ankyrin repeat and IBR domain containing 1
284023,1.37E-01,8.12E-02,0.0645,-1.74385161,-1.12E-01,143.88,RNF227,ring finger protein 227
81556,1.37E-01,8.12E-02,0.0478,1.74354035,8.33E-02,591.47,INTS14,integrator complex subunit 14
1951,1.37E-01,8.13E-02,0.1619,-1.74347305,-2.82E-01,1234.4,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
10409,1.37E-01,8.13E-02,0.1533,-1.74334122,-2.67E-01,3061.65,BASP1,brain abundant membrane attached signal protein 1
105370337,1.37E-01,8.13E-02,0.1111,-1.74332459,-1.94E-01,17.52,LOC105370337,uncharacterized LOC105370337
10728,1.37E-01,8.13E-02,0.0484,1.74321535,8.44E-02,4326.55,PTGES3,prostaglandin E synthase 3
56475,1.37E-01,8.13E-02,0.2236,-1.74315363,-3.90E-01,382.49,RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog"
1130,1.37E-01,8.13E-02,0.0917,1.74304394,1.60E-01,1191.86,LYST,lysosomal trafficking regulator
400555,1.37E-01,8.13E-02,0.1345,-1.74291722,-2.34E-01,11.46,ZC3H18-AS1,ZC3H18 antisense RNA 1 (head to head)
266655,1.37E-01,8.14E-02,0.0543,-1.74248553,-9.46E-02,1305.64,BRD3OS,BRD3 opposite strand
27319,1.37E-01,8.14E-02,0.2885,-1.74235116,-5.03E-01,35.72,BHLHE22,basic helix-loop-helix family member e22
27284,1.37E-01,8.15E-02,0.1389,1.74177702,2.42E-01,35.4,SULT1B1,sulfotransferase family 1B member 1
201158,1.37E-01,8.16E-02,0.0737,1.7417234,1.28E-01,119.92,TVP23C,trans-golgi network vesicle protein 23 homolog C
9467,1.37E-01,8.16E-02,0.1207,1.74137801,2.10E-01,496.91,SH3BP5,SH3 domain binding protein 5
57687,1.37E-01,8.16E-02,0.1874,-1.7412913,-3.26E-01,1483.36,VAT1L,vesicle amine transport 1 like
100132417,1.37E-01,8.17E-02,0.2004,1.74107028,3.49E-01,153.69,FCGR1CP,"Fc gamma receptor Ic, pseudogene"
159371,1.37E-01,8.17E-02,0.0874,-1.7410053,-1.52E-01,122.06,SLC35G1,solute carrier family 35 member G1
4574,1.38E-01,8.19E-02,0.1665,-1.73991732,-2.90E-01,6545.87,TRNS1,tRNA-Ser
284618,1.38E-01,8.19E-02,0.0633,-1.73984618,-1.10E-01,628.86,RUSC1-AS1,RUSC1 antisense RNA 1
146540,1.38E-01,8.19E-02,0.0625,-1.73979299,-1.09E-01,436.88,ZNF785,zinc finger protein 785
101929444,1.38E-01,8.20E-02,0.1441,-1.73913302,-2.51E-01,23.47,LOC101929444,uncharacterized LOC101929444
56916,1.38E-01,8.20E-02,0.0702,1.73917824,1.22E-01,1034.76,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
101409257,1.38E-01,8.20E-02,0.1381,-1.73916317,-2.40E-01,126.59,EZR-AS1,EZR antisense RNA 1
100131067,1.38E-01,8.20E-02,0.0719,-1.73906882,-1.25E-01,107.4,CKMT2-AS1,CKMT2 antisense RNA 1
23401,1.38E-01,8.20E-02,0.0775,-1.73904914,-1.35E-01,200.26,FRAT2,FRAT regulator of WNT signaling pathway 2
11083,1.38E-01,8.21E-02,0.0469,1.73835952,8.15E-02,1368.45,DIDO1,death inducer-obliterator 1
374378,1.38E-01,8.22E-02,0.0945,-1.73817503,-1.64E-01,481.44,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18
284371,1.38E-01,8.22E-02,0.0728,1.73817927,1.26E-01,262.31,ZNF841,zinc finger protein 841
4286,1.38E-01,8.22E-02,0.1116,1.73784046,1.94E-01,260.97,MITF,melanocyte inducing transcription factor
1728,1.38E-01,8.22E-02,0.1576,1.73778247,2.74E-01,425.61,NQO1,NAD(P)H quinone dehydrogenase 1
7066,1.38E-01,8.23E-02,0.1171,-1.73736305,-2.03E-01,36.16,THPO,thrombopoietin
107985524,1.39E-01,8.24E-02,0.1079,-1.73668538,-1.87E-01,66.6,LOC107985524,uncharacterized LOC107985524
54816,1.39E-01,8.25E-02,0.07,-1.73659333,-1.22E-01,625.6,ZNF280D,zinc finger protein 280D
100169890,1.39E-01,8.25E-02,0.2139,-1.7362877,-3.71E-01,200.33,PEG3-AS1,PEG3 antisense RNA 1
80737,1.39E-01,8.26E-02,0.1674,-1.73607704,-2.91E-01,77.84,VWA7,von Willebrand factor A domain containing 7
64975,1.39E-01,8.26E-02,0.1193,-1.73599833,-2.07E-01,519.56,MRPL41,mitochondrial ribosomal protein L41
53842,1.39E-01,8.26E-02,0.1172,-1.73592568,-2.03E-01,17.92,CLDN22,claudin 22
100505832,1.39E-01,8.26E-02,0.1128,-1.7358771,-1.96E-01,45.64,PROX1-AS1,PROX1 antisense RNA 1
55209,1.39E-01,8.26E-02,0.1004,-1.7356984,-1.74E-01,3809.84,SETD5,SET domain containing 5
57677,1.39E-01,8.26E-02,0.0742,-1.73572888,-1.29E-01,337.78,ZFP14,ZFP14 zinc finger protein
644150,1.39E-01,8.26E-02,0.2188,1.73560093,3.80E-01,288.41,WIPF3,WAS/WASL interacting protein family member 3
107986454,1.39E-01,8.27E-02,0.1321,-1.73542177,-2.29E-01,25.26,LOC107986454,uncharacterized LOC107986454
7857,1.39E-01,8.27E-02,0.2085,1.73497076,3.62E-01,2522.94,SCG2,secretogranin II
8470,1.39E-01,8.27E-02,0.1532,-1.73498841,-2.66E-01,678.7,SORBS2,sorbin and SH3 domain containing 2
8611,1.39E-01,8.28E-02,0.0762,1.73483784,1.32E-01,722.47,PLPP1,phospholipid phosphatase 1
340351,1.39E-01,8.28E-02,0.0882,1.73455111,1.53E-01,131.87,AGBL3,AGBL carboxypeptidase 3
23741,1.39E-01,8.28E-02,0.054,-1.73455613,-9.37E-02,4835.29,EID1,EP300 interacting inhibitor of differentiation 1
9338,1.39E-01,8.30E-02,0.0707,-1.7337299,-1.23E-01,522.94,TCEAL1,transcription elongation factor A like 1
317749,1.39E-01,8.30E-02,0.0745,-1.73353705,-1.29E-01,250.45,DHRS4L2,dehydrogenase/reductase 4 like 2
153364,1.39E-01,8.30E-02,0.0906,-1.73339341,-1.57E-01,224.44,MBLAC2,metallo-beta-lactamase domain containing 2
107282092,1.39E-01,8.31E-02,0.0566,1.73299399,9.81E-02,219.57,BOLA2-SMG1P6,BOLA2-SMG1P6 readthrough
6175,1.39E-01,8.31E-02,0.1133,1.73284627,1.96E-01,15489.83,RPLP0,ribosomal protein lateral stalk subunit P0
10682,1.39E-01,8.31E-02,0.0735,1.73284998,1.27E-01,264.76,EBP,EBP cholestenol delta-isomerase
54455,1.40E-01,8.32E-02,0.0784,1.7324773,1.36E-01,623.96,FBXO42,F-box protein 42
56139,1.40E-01,8.32E-02,0.1482,-1.73234908,-2.57E-01,199.57,PCDHA10,protocadherin alpha 10
119016,1.40E-01,8.32E-02,0.095,-1.73228427,-1.65E-01,115.54,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
104413891,1.40E-01,8.34E-02,0.1056,1.73155216,1.83E-01,20.35,SAPCD1-AS1,SAPCD1 antisense RNA 1
64327,1.40E-01,8.35E-02,0.0585,-1.73099428,-1.01E-01,1396.23,LMBR1,limb development membrane protein 1
3306,1.40E-01,8.36E-02,0.2153,-1.73041337,-3.73E-01,2282.66,HSPA2,heat shock protein family A (Hsp70) member 2
4358,1.40E-01,8.36E-02,0.0473,1.73033701,8.18E-02,931.98,MPV17,mitochondrial inner membrane protein MPV17
100506725,1.40E-01,8.36E-02,0.2011,-1.73009965,-3.48E-01,251.39,LINC03013,long intergenic non-protein coding RNA 3013
170394,1.40E-01,8.36E-02,0.0966,-1.72993172,-1.67E-01,188.74,PWWP2B,PWWP domain containing 2B
197320,1.40E-01,8.38E-02,0.0613,-1.72910511,-1.06E-01,532.13,ZNF778,zinc finger protein 778
5874,1.40E-01,8.38E-02,0.2054,-1.72897608,-3.55E-01,363.01,RAB27B,"RAB27B, member RAS oncogene family"
101928346,1.40E-01,8.38E-02,0.1073,-1.72886099,-1.85E-01,12.86,KDM2B-DT,KDM2B divergent transcript
3633,1.40E-01,8.39E-02,0.0644,1.728702,1.11E-01,430.22,INPP5B,inositol polyphosphate-5-phosphatase B
100129722,1.40E-01,8.39E-02,0.1568,-1.72869637,-2.71E-01,12.78,STPG3-AS1,STPG3 antisense RNA 1
23428,1.41E-01,8.39E-02,0.1092,-1.72854344,-1.89E-01,409.85,SLC7A8,solute carrier family 7 member 8
22930,1.41E-01,8.40E-02,0.044,-1.7280439,-7.60E-02,1324.33,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1
105377105,1.41E-01,8.40E-02,0.0884,-1.72794187,-1.53E-01,75.23,FLNB-AS1,FLNB antisense RNA 1
116151,1.41E-01,8.41E-02,0.0884,1.72751134,1.53E-01,1112.56,FAM210B,family with sequence similarity 210 member B
100616393,1.41E-01,8.42E-02,0.1029,-1.72661598,-1.78E-01,21.53,MIR4657,microRNA 4657
